337,21
547,21
498,38
594,110
108,215
402,199
326,109
444,213
379,212
886,14
412,166
432,11
775,58
117,130
865,206
857,98
191,190
852,88
106,78
802,35
449,207
199,81
161,130
937,20
397,141
413,96
184,110
486,204
108,62
774,160
611,224
396,62
892,131
620,71
442,150
790,115
916,134
609,218
972,129
243,111
609,4
993,147
381,89
820,224
600,47
348,140
958,142
428,63
559,192
705,193
158,128
475,125
403,201
825,85
583,102
599,56
782,94
466,44
625,52
584,47
467,98
190,6
130,118
932,72
952,115
834,204
191,107
850,210
152,194
699,164
192,99
449,60
685,135
113,108
927,14
837,8
632,121
240,49
132,223
992,209
517,21
199,169
118,224
722,141
443,205
927,61
155,134
835,51
954,100
704,129
384,57
277,95
317,102
639,8
241,5
227,132
503,205
482,1
792,141
918,139
655,196
952,165
633,200
556,175
120,44
170,51
899,92
674,15
794,91
146,132
739,151
957,163
674,219
938,147
544,203
287,134
488,42
647,57
871,197
982,156
376,35
611,24
659,147
436,133
271,208
579,209
178,144
112,14
557,213
894,23
281,26
660,130
588,91
261,152
141,91
906,178
786,26
574,119
228,98
422,66
590,148
527,190
908,189
998,131
935,225
545,113
793,48
922,70
160,72
262,140
602,185
883,146
748,168
142,215
968,161
329,205
176,54
156,78
944,97
965,155
384,103
797,93
454,129
144,126
924,88
282,186
339,131
328,74
384,192
244,103
504,69
575,141
672,69
538,10
172,195
857,132
828,108
451,143
631,140
427,215
833,97
470,157
472,194
363,91
738,193
815,103
679,60
836,157
415,199
184,81
532,28
184,49
314,85
342,30
134,145
976,176
733,42
278,62
334,157
145,207
999,97
820,139
542,4
157,179
672,90
548,28
597,58
791,157
682,57
221,181
640,205
813,201
623,40
871,75
117,133
126,175
258,79
271,217
600,42
654,90
983,97
562,80
946,69
411,159
356,1
737,35
548,68
248,94
441,160
869,52
836,2
560,27
140,195
410,109
416,113
682,47
745,158
886,68
682,217
156,192
211,219
127,35
360,37
277,68
283,6
712,85
120,2
540,129
887,153
384,164
557,92
425,139
683,206
865,111
314,196
197,206
661,214
251,9
111,171
611,90
687,136
888,45
555,101
301,93
695,193
424,41
825,128
678,101
555,16
321,17
216,32
437,29
484,218
811,10
568,157
835,135
759,31
251,184
151,118
167,45
405,35
976,166
799,199
630,90
499,65
400,84
323,105
779,79
924,14
464,183
550,6
275,47
192,38
322,13
570,135
206,211
388,102
284,202
974,35
660,102
875,192
856,57
307,111
717,20
188,158
531,148
429,78
641,47
912,153
631,24
215,210
564,148
313,57
598,59
406,127
203,77
986,55
260,91
920,79
250,99
458,120
295,152
411,60
919,134
826,35
906,28
480,20
880,87
217,50
319,160
251,215
423,91
134,160
985,80
556,113
719,146
313,123
645,145
385,207
440,72
873,197
349,71
346,202
873,219
422,171
939,158
481,213
916,70
601,71
347,66
552,25
573,59
734,37
980,190
162,139
868,213
360,22
609,134
567,91
212,181
113,4
513,150
697,66
441,164
391,193
880,63
802,98
561,103
696,103
314,70
941,21
941,153
666,193
356,66
695,129
202,221
478,193
534,47
432,103
430,25
204,124
750,61
188,50
670,39
114,34
993,150
569,182
552,173
990,200
344,40
412,179
606,125
279,68
117,158
991,51
160,89
647,225
568,11
600,45
851,63
146,106
849,171
173,200
322,104
259,165
284,43
149,155
716,125
902,133
674,203
226,71
345,170
444,6
611,39
653,175
781,94
756,123
147,185
865,44
394,49
338,42
789,211
444,139
437,214
136,183
924,35
766,83
795,71
387,85
748,38
155,150
177,82
801,81
216,62
470,97
561,222
597,165
719,98
798,135
570,3
852,193
991,76
226,18
494,9
227,26
236,151
959,117
137,143
549,59
844,19
104,185
705,1
660,175
197,49
489,188
774,197
243,119
247,62
461,54
243,52
482,162
164,132
685,150
386,69
269,98
851,202
918,3
174,156
522,63
846,34
298,182
877,148
445,189
163,197
495,32
697,17
400,114
840,113
583,122
351,97
526,139
226,172
145,13
244,214
815,25
662,177
957,82
274,73
933,150
876,75
194,76
448,96
916,193
899,196
654,51
984,163
776,150
165,150
315,108
281,153
234,64
506,39
490,124
214,48
174,224
514,66
252,178
404,157
586,74
691,176
550,10
659,224
641,192
829,151
279,209
337,69
566,144
229,114
663,164
153,24
598,160
607,101
723,116
194,173
237,26
793,119
900,224
162,36
224,156
675,15
463,214
448,66
758,133
898,222
313,217
898,158
692,187
111,105
184,162
219,15
479,164
191,175
538,25
673,129
360,78
802,75
182,66
348,98
442,100
336,195
502,143
769,52
735,106
652,44
745,117
347,42
385,147
767,213
157,31
402,7
797,162
418,115
471,16
502,94
913,164
421,203
936,75
343,118
290,57
324,70
764,54
729,31
194,141
606,150
276,170
215,39
693,224
774,136
196,135
415,155
591,47
726,193
311,175
691,208
774,176
725,47
698,27
423,212
419,213
893,211
841,163
927,194
586,132
213,3
126,8
222,2
263,78
168,179
174,74
317,206
687,196
924,140
206,106
697,25
353,149
424,38
870,41
933,116
274,89
532,1
878,212
141,108
300,145
195,42
203,123
260,149
115,130
659,36
809,138
739,136
167,216
299,51
585,183
416,171
940,98
680,151
846,19
980,183
959,205
401,104
891,64
139,135
389,144
116,28
412,112
425,21
385,199
152,133
655,222
176,80
132,61
751,146
190,53
508,154
875,127
712,157
900,195
876,218
957,127
688,75
882,144
598,63
387,90
255,169
974,83
408,6
740,86
415,79
849,51
170,42
246,32
450,199
767,187
449,91
909,220
584,151
298,35
904,30
347,185
210,165
374,188
768,164
827,104
335,81
401,26
923,168
427,63
221,178
681,55
994,49
652,145
432,184
329,144
277,76
394,133
528,54
853,81
487,179
219,102
372,161
296,216
465,3
644,198
386,63
541,225
334,204
275,23
256,81
491,66
306,216
396,157
644,156
511,5
252,144
372,15
940,92
662,153
339,24
349,10
979,137
833,3
334,18
267,125
994,95
530,53
439,92
151,18
430,105
840,118
193,117
970,181
167,28
369,122
164,59
311,158
249,181
351,85
123,127
462,129
596,142
934,74
576,140
418,220
424,75
882,29
720,126
493,102
352,202
277,123
913,16
523,213
228,54
841,81
150,90
993,39
498,48
919,113
405,158
388,124
491,135
284,65
167,164
196,122
120,1
132,118
119,153
417,4
171,216
923,59
472,41
404,23
315,75
187,90
348,192
153,178
174,195
707,39
720,2
998,166
237,48
971,216
955,22
893,223
545,132
467,126
649,164
760,89
937,168
622,214
753,9
221,187
717,150
450,93
366,217
927,1
112,209
459,66
684,71
734,181
624,137
295,20
410,17
742,217
302,127
720,7
252,96
439,13
558,42
941,48
192,62
560,161
271,36
493,106
274,96
523,140
571,155
287,110
242,99
624,84
109,90
907,33
287,138
237,8
823,80
975,32
958,90
923,119
393,144
730,99
564,34
114,128
294,3
639,210
446,92
516,146
172,225
938,43
790,63
793,43
102,90
795,205
782,59
828,163
386,177
783,168
660,170
830,86
277,118
904,221
355,65
187,40
296,116
688,216
442,101
438,101
446,67
723,200
970,146
864,104
699,59
981,123
616,129
260,79
600,160
182,93
259,183
963,126
673,38
412,52
413,151
573,87
349,46
929,80
929,7
914,160
314,26
882,67
227,28
809,21
498,21
816,14
776,168
966,151
834,86
778,200
524,52
167,81
229,3
436,51
556,221
887,203
966,30
405,47
675,111
114,151
403,107
958,105
375,63
360,73
191,192
591,28
619,100
587,218
378,119
389,47
630,57
970,156
224,89
644,34
446,94
972,143
474,191
196,2
696,46
409,41
489,9
862,179
505,79
801,180
381,27
802,46
540,38
309,102
889,173
909,181
900,207
171,213
367,117
882,149
183,16
325,98
105,69
291,70
687,58
921,204
413,163
240,179
286,80
335,212
712,154
768,180
865,221
910,47
596,189
166,202
828,158
694,61
919,21
921,31
101,46
575,192
434,25
205,187
184,24
946,86
835,59
891,177
903,20
606,182
322,78
685,86
328,185
393,68
412,17
656,177
558,61
890,81
204,193
596,96
498,7
266,171
607,35
599,89
649,93
160,112
401,78
292,180
804,213
827,128
600,26
819,128
525,2
672,209
583,62
470,211
885,9
171,88
773,4
745,208
332,21
631,144
592,201
259,22
853,61
425,154
958,193
444,87
702,119
185,61
402,194
682,135
499,26
481,102
140,128
882,107
831,150
368,1
502,145
443,121
845,110
151,173
984,175
780,37
948,41
355,29
316,16
239,73
628,26
159,172
824,17
454,8
493,108
781,88
947,199
131,189
466,62
667,203
112,216
677,69
235,149
592,164
960,154
104,137
685,152
411,169
631,102
372,171
493,156
840,208
765,70
689,162
413,19
963,195
388,118
655,170
947,157
480,83
585,127
790,6
883,216
995,41
638,20
964,179
632,12
150,170
268,142
773,102
239,44
818,31
422,166
784,105
761,142
244,189
453,121
626,94
157,128
232,224
143,113
286,153
285,219
261,66
231,196
143,83
349,209
885,88
963,75
550,1
113,80
779,5
618,25
426,83
150,140
530,151
108,149
667,26
344,41
405,91
673,4
587,43
117,188
408,184
702,124
244,216
484,165
679,143
559,29
355,128
703,47
324,221
876,166
114,32
471,182
690,49
626,79
755,131
328,155
135,146
722,89
786,223
309,120
731,146
218,140
419,23
955,198
837,137
144,157
762,202
714,83
370,132
764,153
700,113
726,14
690,131
735,175
736,146
615,97
218,107
294,108
228,50
527,96
440,170
866,171
486,215
234,198
347,13
613,53
260,111
304,88
264,174
748,51
